1.0000000000	0.0000000000	0
0.9964928592	0.0836778433	0
0.9859960371	0.1667687467	0
0.9685831611	0.2486898872	0
0.9443763702	0.3288666467	0
0.9135454576	0.4067366431	0
0.8763066800	0.4817536741	0
0.8329212407	0.5533915492	0
0.7836934573	0.6211477803	0
0.7289686274	0.6845471059	0
0.6691306064	0.7431448255	0
0.6045991149	0.7965299180	0
0.5358267950	0.8443279255	0
0.4632960351	0.8862035792	0
0.3875155865	0.9218631516	0
0.3090169944	0.9510565163	0
0.2283508701	0.9735789029	0
0.1460830286	0.9892723330	0
0.0627905195	0.9980267284	0
-0.0209424199	0.9997806835	0
-0.1045284633	0.9945218954	0
-0.1873813146	0.9822872507	0
-0.2689198206	0.9631625668	0
-0.3485720473	0.9372819895	0
-0.4257792916	0.9048270525	0
-0.5000000000	0.8660254038	0
-0.5707135677	0.8211492091	0
-0.6374239897	0.7705132428	0
-0.6996633405	0.7144726796	0
-0.7569950557	0.6534206040	0
-0.8090169944	0.5877852523	0
-0.8553642602	0.5180270094	0
-0.8957117602	0.4446351792	0
-0.9297764859	0.3681245527	0
-0.9573194975	0.2890317969	0
-0.9781476007	0.2079116908	0
-0.9921147013	0.1253332336	0
-0.9991228301	0.0418756537	0
-0.9991228301	-0.0418756537	0
-0.9921147013	-0.1253332336	0
-0.9781476007	-0.2079116908	0
-0.9573194975	-0.2890317969	0
-0.9297764859	-0.3681245527	0
-0.8957117602	-0.4446351792	0
-0.8553642602	-0.5180270094	0
-0.8090169944	-0.5877852523	0
-0.7569950557	-0.6534206040	0
-0.6996633405	-0.7144726796	0
-0.6374239897	-0.7705132428	0
-0.5707135677	-0.8211492091	0
-0.5000000000	-0.8660254038	0
-0.4257792916	-0.9048270525	0
-0.3485720473	-0.9372819895	0
-0.2689198206	-0.9631625668	0
-0.1873813146	-0.9822872507	0
-0.1045284633	-0.9945218954	0
-0.0209424199	-0.9997806835	0
0.0627905195	-0.9980267284	0
0.1460830286	-0.9892723330	0
0.2283508701	-0.9735789029	0
0.3090169944	-0.9510565163	0
0.3875155865	-0.9218631516	0
0.4632960351	-0.8862035792	0
0.5358267950	-0.8443279255	0
0.6045991149	-0.7965299180	0
0.6691306064	-0.7431448255	0
0.7289686274	-0.6845471059	0
0.7836934573	-0.6211477803	0
0.8329212407	-0.5533915492	0
0.8763066800	-0.4817536741	0
0.9135454576	-0.4067366431	0
0.9443763702	-0.3288666467	0
0.9685831611	-0.2486898872	0
0.9859960371	-0.1667687467	0
0.9964928592	-0.0836778433	0
2.0000000000	0.0000000000	1
1.9929857185	0.1673556867	1
1.9719920741	0.3335374934	1
1.9371663223	0.4973797743	1
1.8887527405	0.6577332935	1
1.8270909153	0.8134732862	1
1.7526133601	0.9635073482	1
1.6658424814	1.1067830985	1
1.5673869147	1.2422955606	1
1.4579372548	1.3690942119	1
1.3382612127	1.4862896510	1
1.2091982297	1.5930598360	1
1.0716535900	1.6886558510	1
0.9265920702	1.7724071585	1
0.7750311729	1.8437263032	1
0.6180339887	1.9021130326	1
0.4567017402	1.9471578057	1
0.2921660571	1.9785446659	1
0.1255810391	1.9960534569	1
-0.0418848398	1.9995613669	1
-0.2090569265	1.9890437907	1
-0.3747626292	1.9645745015	1
-0.5378396412	1.9263251336	1
-0.6971440946	1.8745639790	1
-0.8515585831	1.8096541049	1
-1.0000000000	1.7320508076	1
-1.1414271354	1.6422984183	1
-1.2748479795	1.5410264856	1
-1.3993266810	1.4289453593	1
-1.5139901113	1.3068412080	1
-1.6180339887	1.1755705046	1
-1.7107285203	1.0360540187	1
-1.7914235205	0.8892703584	1
-1.8595529718	0.7362491054	1
-1.9146389951	0.5780635939	1
-1.9562952015	0.4158233816	1
-1.9842294026	0.2506664671	1
-1.9982456602	0.0837513075	1
-1.9982456602	-0.0837513075	1
-1.9842294026	-0.2506664671	1
-1.9562952015	-0.4158233816	1
-1.9146389951	-0.5780635939	1
-1.8595529718	-0.7362491054	1
-1.7914235205	-0.8892703584	1
-1.7107285203	-1.0360540187	1
-1.6180339887	-1.1755705046	1
-1.5139901113	-1.3068412080	1
-1.3993266810	-1.4289453593	1
-1.2748479795	-1.5410264856	1
-1.1414271354	-1.6422984183	1
-1.0000000000	-1.7320508076	1
-0.8515585831	-1.8096541049	1
-0.6971440946	-1.8745639790	1
-0.5378396412	-1.9263251336	1
-0.3747626292	-1.9645745015	1
-0.2090569265	-1.9890437907	1
-0.0418848398	-1.9995613669	1
0.1255810391	-1.9960534569	1
0.2921660571	-1.9785446659	1
0.4567017402	-1.9471578057	1
0.6180339887	-1.9021130326	1
0.7750311729	-1.8437263032	1
0.9265920702	-1.7724071585	1
1.0716535900	-1.6886558510	1
1.2091982297	-1.5930598360	1
1.3382612127	-1.4862896510	1
1.4579372548	-1.3690942119	1
1.5673869147	-1.2422955606	1
1.6658424814	-1.1067830985	1
1.7526133601	-0.9635073482	1
1.8270909153	-0.8134732862	1
1.8887527405	-0.6577332935	1
1.9371663223	-0.4973797743	1
1.9719920741	-0.3335374934	1
1.9929857185	-0.1673556867	1
